Timestamp,Sensor_Value,Anomaly_Type
2025-08-21 11:16:25.592113,"{'temperature_c': 39.38259371288643, 'humidity_pct': 63.62541161385752, 'pressure_hpa': 1012.2681365459056, 'vibration_g': 4.576975827614662, 'minute_of_day': 784.0, 'hour': 13.0, 'weekday': 4.0, 'temperature_roll_mean': 31.33970003192252, 'humidity_roll_mean': 56.079440111199425, 'pressure_roll_mean': 1013.4556507792482, 'vibration_roll_mean': 2.149007530899554, 'temp_humidity_interaction': 2505.7337354037168, 'pressure_vibration_interaction': 4633.126792035148, 'pressure_roll_std': 2.2136422237602833, 'vibration_roll_std': 1.3613882161346105}",IsolationForest
2025-08-21 11:16:25.595700,"{'temperature_c': 29.50065683192386, 'humidity_pct': 49.949289862922654, 'pressure_hpa': 1010.789590318365, 'vibration_g': 1.953138883038536, 'minute_of_day': 785.0, 'hour': 13.0, 'weekday': 4.0, 'temperature_roll_mean': 31.59494818049662, 'humidity_roll_mean': 54.654055022874424, 'pressure_roll_mean': 1012.5516147186311, 'vibration_roll_mean': 2.256440937409082, 'temp_humidity_interaction': 1473.5368592443745, 'pressure_vibration_interaction': 1974.2124514213906, 'pressure_roll_std': 2.190009108235139, 'vibration_roll_std': 1.3092769984243426}",IsolationForest
2025-08-21 11:16:25.599097,"{'temperature_c': 29.701103911222045, 'humidity_pct': 39.5950419924225, 'pressure_hpa': 1015.1182373204164, 'vibration_g': -0.884193640327891, 'minute_of_day': 823.0, 'hour': 13.0, 'weekday': 4.0, 'temperature_roll_mean': 26.945690081020395, 'humidity_roll_mean': 54.072566931724985, 'pressure_roll_mean': 1013.6616736517119, 'vibration_roll_mean': 0.19917812637112692, 'temp_humidity_interaction': 1176.016456586141, 'pressure_vibration_interaction': -897.561089619571, 'pressure_roll_std': 2.7357887881802485, 'vibration_roll_std': 0.6110227355412502}",IsolationForest
2025-08-21 11:16:25.602554,"{'temperature_c': 38.91474015372438, 'humidity_pct': 57.09345639113283, 'pressure_hpa': 1014.4856546799112, 'vibration_g': 1.9282582231025045, 'minute_of_day': 842.0, 'hour': 14.0, 'weekday': 4.0, 'temperature_roll_mean': 29.890261978172155, 'humidity_roll_mean': 54.253382951960475, 'pressure_roll_mean': 1014.2024989604839, 'vibration_roll_mean': 0.9529516644674431, 'temp_humidity_interaction': 2221.777019938929, 'pressure_vibration_interaction': 1956.1903058560667, 'pressure_roll_std': 2.1072497267805046, 'vibration_roll_std': 0.5513566982736121}",IsolationForest
2025-08-21 11:16:25.606011,"{'temperature_c': 22.76658879473527, 'humidity_pct': 37.64430887157829, 'pressure_hpa': 1009.5878061195644, 'vibration_g': 2.314985155750904, 'minute_of_day': 880.0, 'hour': 14.0, 'weekday': 4.0, 'temperature_roll_mean': 25.65978548485082, 'humidity_roll_mean': 50.66196732015482, 'pressure_roll_mean': 1011.8215648409329, 'vibration_roll_mean': 0.8981894821871077, 'temp_humidity_interaction': 857.0325005412278, 'pressure_vibration_interaction': 2337.1807845939134, 'pressure_roll_std': 1.480972227553779, 'vibration_roll_std': 0.8571068661919616}",IsolationForest
2025-08-21 11:16:25.611165,"{'temperature_c': 29.06119185055517, 'humidity_pct': 41.36954239876046, 'pressure_hpa': 1000.992775199423, 'vibration_g': 2.01570040920588, 'minute_of_day': 901.0, 'hour': 15.0, 'weekday': 4.0, 'temperature_roll_mean': 28.043683473591773, 'humidity_roll_mean': 55.0228439580323, 'pressure_roll_mean': 1008.6929516343786, 'vibration_roll_mean': 1.667807273210546, 'temp_humidity_interaction': 1202.248208420054, 'pressure_vibration_interaction': 2017.7015465816066, 'pressure_roll_std': 4.3176155665687395, 'vibration_roll_std': 0.28017824898257493}",IsolationForest
2025-08-21 11:16:25.613963,"{'temperature_c': 29.037220131199604, 'humidity_pct': 49.219461635995, 'pressure_hpa': 1011.5337633374348, 'vibration_g': 2.3614194954843555, 'minute_of_day': 902.0, 'hour': 15.0, 'weekday': 4.0, 'temperature_roll_mean': 28.491255135838014, 'humidity_roll_mean': 52.045590433169174, 'pressure_roll_mean': 1008.8811443878237, 'vibration_roll_mean': 1.8629184641532075, 'temp_humidity_interaction': 1429.1963422635206, 'pressure_vibration_interaction': 2388.6555490856767, 'pressure_roll_std': 4.43990211360006, 'vibration_roll_std': 0.362375208617445}",IsolationForest
2025-08-21 11:16:25.617512,"{'temperature_c': 31.396116400106617, 'humidity_pct': 55.03468435558928, 'pressure_hpa': 1013.9324502453028, 'vibration_g': 2.3218750969335358, 'minute_of_day': 903.0, 'hour': 15.0, 'weekday': 4.0, 'temperature_roll_mean': 29.033523591491434, 'humidity_roll_mean': 52.4151009698605, 'pressure_roll_mean': 1009.4810326494684, 'vibration_roll_mean': 1.943835777535454, 'temp_humidity_interaction': 1727.8753560712075, 'pressure_vibration_interaction': 2354.22450619737, 'pressure_roll_std': 4.95875831782546, 'vibration_roll_std': 0.41839281661125344}",IsolationForest
2025-08-21 11:16:25.621008,"{'temperature_c': 29.01958099948512, 'humidity_pct': 48.79698698767521, 'pressure_hpa': 1011.327397160088, 'vibration_g': 2.34659697266804, 'minute_of_day': 904.0, 'hour': 15.0, 'weekday': 4.0, 'temperature_roll_mean': 29.528771037104217, 'humidity_roll_mean': 50.6743525418104, 'pressure_roll_mean': 1009.7305654934268, 'vibration_roll_mean': 2.1056808614942337, 'temp_humidity_interaction': 1416.0681164196624, 'pressure_vibration_interaction': 2373.177808552111, 'pressure_roll_std': 5.0273358472748635, 'vibration_roll_std': 0.37624608115386937}",IsolationForest
2025-08-21 11:16:25.625828,"{'temperature_c': 32.514643556933265, 'humidity_pct': 67.09197630818609, 'pressure_hpa': 1014.5190674915264, 'vibration_g': 2.1479901176923795, 'minute_of_day': 905.0, 'hour': 15.0, 'weekday': 4.0, 'temperature_roll_mean': 30.205750587655956, 'humidity_roll_mean': 52.30253033724121, 'pressure_roll_mean': 1010.461090686755, 'vibration_roll_mean': 2.2387164183968387, 'temp_humidity_interaction': 2181.471695190882, 'pressure_vibration_interaction': 2179.176931182287, 'pressure_roll_std': 5.478768671464894, 'vibration_roll_std': 0.15130848202227876}",IsolationForest
2025-08-21 11:16:25.629504,"{'temperature_c': 30.76417854178341, 'humidity_pct': 70.42163012895362, 'pressure_hpa': 1009.7407278190316, 'vibration_g': 2.039064123220711, 'minute_of_day': 914.0, 'hour': 15.0, 'weekday': 4.0, 'temperature_roll_mean': 27.1770501237264, 'humidity_roll_mean': 60.755317915456246, 'pressure_roll_mean': 1013.492443446921, 'vibration_roll_mean': 0.9481147717930879, 'temp_humidity_interaction': 2166.463602490563, 'pressure_vibration_interaction': 2058.9260918505565, 'pressure_roll_std': 2.8535314024299483, 'vibration_roll_std': 0.6207295337145864}",IsolationForest
2025-08-21 11:16:25.633373,"{'temperature_c': 28.11979444369773, 'humidity_pct': 38.633528123412376, 'pressure_hpa': 999.2666380838216, 'vibration_g': 0.2885040764165792, 'minute_of_day': 916.0, 'hour': 15.0, 'weekday': 4.0, 'temperature_roll_mean': 27.880049190953418, 'humidity_roll_mean': 53.647091366667404, 'pressure_roll_mean': 1010.3937697371973, 'vibration_roll_mean': 0.8712345640354527, 'temp_humidity_interaction': 1086.3668694651715, 'pressure_vibration_interaction': 288.29249851427306, 'pressure_roll_std': 6.860563685298987, 'vibration_roll_std': 0.687672552588136}",IsolationForest
2025-08-21 11:16:25.636657,"{'temperature_c': 38.18841011505431, 'humidity_pct': 62.333443026016944, 'pressure_hpa': 1016.446179789545, 'vibration_g': 2.278742740478181, 'minute_of_day': 961.0, 'hour': 16.0, 'weekday': 4.0, 'temperature_roll_mean': 29.70935723436734, 'humidity_roll_mean': 58.25340812888701, 'pressure_roll_mean': 1012.63108694934, 'vibration_roll_mean': 1.011894459811943, 'temp_humidity_interaction': 2380.415086160907, 'pressure_vibration_interaction': 2316.2193532822052, 'pressure_roll_std': 3.0474775417084805, 'vibration_roll_std': 0.808908564679855}",IsolationForest
2025-08-21 11:16:25.641396,"{'temperature_c': 29.472538770713044, 'humidity_pct': 34.24560512929072, 'pressure_hpa': 997.5500321497944, 'vibration_g': 2.558719415896702, 'minute_of_day': 1033.0, 'hour': 17.0, 'weekday': 4.0, 'temperature_roll_mean': 28.93807346996602, 'humidity_roll_mean': 51.20916212471826, 'pressure_roll_mean': 1010.743979656642, 'vibration_roll_mean': 1.9731772927083555, 'temp_humidity_interaction': 1009.3049248995503, 'pressure_vibration_interaction': 2552.4506355900585, 'pressure_roll_std': 7.512133065223436, 'vibration_roll_std': 0.3652233588374294}",IsolationForest
2025-08-21 11:16:25.645272,"{'temperature_c': 29.42199877032039, 'humidity_pct': 57.198658659312834, 'pressure_hpa': 1010.5739288296026, 'vibration_g': 1.8992931523287984, 'minute_of_day': 1035.0, 'hour': 17.0, 'weekday': 4.0, 'temperature_roll_mean': 28.808343898005056, 'humidity_roll_mean': 51.63038124883828, 'pressure_roll_mean': 1009.9444570351119, 'vibration_roll_mean': 2.080337443894158, 'temp_humidity_interaction': 1682.8988647382778, 'pressure_vibration_interaction': 1919.3761429480746, 'pressure_roll_std': 7.246877880310081, 'vibration_roll_std': 0.2731715073338786}",IsolationForest
2025-08-21 11:16:25.648558,"{'temperature_c': 30.873718191334365, 'humidity_pct': 66.36725611584198, 'pressure_hpa': 1014.1131182561868, 'vibration_g': 2.1751899298519057, 'minute_of_day': 1036.0, 'hour': 17.0, 'weekday': 4.0, 'temperature_roll_mean': 29.263005411542053, 'humidity_roll_mean': 54.02614112269673, 'pressure_roll_mean': 1009.494957843958, 'vibration_roll_mean': 2.131513035269585, 'temp_humidity_interaction': 2049.0039624526175, 'pressure_vibration_interaction': 2205.8886425615724, 'pressure_roll_std': 6.805684607230698, 'vibration_roll_std': 0.2590674505416904}",IsolationForest
2025-08-21 11:16:25.651508,"{'temperature_c': 40.33319340816698, 'humidity_pct': 60.3879593573616, 'pressure_hpa': 1018.2222053567756, 'vibration_g': 3.854640921357492, 'minute_of_day': 1056.0, 'hour': 17.0, 'weekday': 4.0, 'temperature_roll_mean': 31.228766298723723, 'humidity_roll_mean': 57.994360744788516, 'pressure_roll_mean': 1014.677357782238, 'vibration_roll_mean': 2.103516098894975, 'temp_humidity_interaction': 2435.6392442849924, 'pressure_vibration_interaction': 3924.880979803099, 'pressure_roll_std': 3.392085076480973, 'vibration_roll_std': 1.01908590065792}",IsolationForest
2025-08-21 11:16:25.653914,"{'temperature_c': 29.36922575047682, 'humidity_pct': 59.70302485837656, 'pressure_hpa': 1011.8513117830456, 'vibration_g': 1.724012516579863, 'minute_of_day': 1057.0, 'hour': 17.0, 'weekday': 4.0, 'temperature_roll_mean': 31.5062671549429, 'humidity_roll_mean': 58.278008986203005, 'pressure_roll_mean': 1014.2386891217051, 'vibration_roll_mean': 2.2029399953314313, 'temp_humidity_interaction': 1753.4316150519905, 'pressure_vibration_interaction': 1744.444326431724, 'pressure_roll_std': 3.6279828067064166, 'vibration_roll_std': 0.9327745852491935}",IsolationForest
2025-08-21 11:16:25.658191,"{'temperature_c': 26.345700537372103, 'humidity_pct': 59.14240460051592, 'pressure_hpa': 1015.9910880304036, 'vibration_g': 0.4976013542611053, 'minute_of_day': 1058.0, 'hour': 17.0, 'weekday': 4.0, 'temperature_roll_mean': 30.57752623654481, 'humidity_roll_mean': 59.296009640510235, 'pressure_roll_mean': 1014.0510525198328, 'vibration_roll_mean': 1.9780300135697384, 'temp_humidity_interaction': 1558.1480806652905, 'pressure_vibration_interaction': 505.5585413211427, 'pressure_roll_std': 3.4750780706564854, 'vibration_roll_std': 1.2039742041746824}",IsolationForest
2025-08-21 11:16:25.661579,"{'temperature_c': 26.73702823977455, 'humidity_pct': 31.212373103153386, 'pressure_hpa': 995.8319157771336, 'vibration_g': 0.7980834381035895, 'minute_of_day': 1059.0, 'hour': 17.0, 'weekday': 4.0, 'temperature_roll_mean': 30.603413867431573, 'humidity_roll_mean': 53.725526553199316, 'pressure_roll_mean': 1010.2570041391643, 'vibration_roll_mean': 1.7419409411029214, 'temp_humidity_interaction': 834.5261010893917, 'pressure_vibration_interaction': 794.756959116699, 'pressure_roll_std': 8.770738844322148, 'vibration_roll_std': 1.314515020715528}",IsolationForest
2025-08-21 11:16:25.664882,"{'temperature_c': 36.52471636520848, 'humidity_pct': 57.59651856883772, 'pressure_hpa': 1015.1221805152052, 'vibration_g': 2.922360439206773, 'minute_of_day': 1060.0, 'hour': 17.0, 'weekday': 4.0, 'temperature_roll_mean': 31.861972860199785, 'humidity_roll_mean': 53.60845609764904, 'pressure_roll_mean': 1011.4037402925127, 'vibration_roll_mean': 1.9593397339017649, 'temp_humidity_interaction': 2103.696504350261, 'pressure_vibration_interaction': 2966.5529012989523, 'pressure_roll_std': 9.000611948189139, 'vibration_roll_std': 1.4195201340836177}",IsolationForest
2025-08-21 11:16:25.667654,"{'temperature_c': 27.947607815750743, 'humidity_pct': 61.280638431778506, 'pressure_hpa': 1011.6230421782684, 'vibration_g': 0.4998732248510827, 'minute_of_day': 1061.0, 'hour': 17.0, 'weekday': 4.0, 'temperature_roll_mean': 29.384855741716535, 'humidity_roll_mean': 53.786991912532415, 'pressure_roll_mean': 1010.0839076568112, 'vibration_roll_mean': 1.288386194600483, 'temp_humidity_interaction': 1712.6472495901683, 'pressure_vibration_interaction': 505.6832724273139, 'pressure_roll_std': 8.198946553075494, 'vibration_roll_std': 1.0424888829910843}",IsolationForest
2025-08-21 11:16:25.670781,"{'temperature_c': 25.654700759943832, 'humidity_pct': 53.56104043828712, 'pressure_hpa': 1014.2514890861792, 'vibration_g': 0.1473101445044854, 'minute_of_day': 1062.0, 'hour': 17.0, 'weekday': 4.0, 'temperature_roll_mean': 28.641950743609943, 'humidity_roll_mean': 52.558595028514524, 'pressure_roll_mean': 1010.563943117438, 'vibration_roll_mean': 0.9730457201854075, 'temp_humidity_interaction': 1374.092464835507, 'pressure_vibration_interaction': 149.40953342117456, 'pressure_roll_std': 8.396185826439872, 'vibration_roll_std': 1.1138018753709937}",IsolationForest
2025-08-21 11:16:25.674513,"{'temperature_c': 24.65085899139258, 'humidity_pct': 39.60345091275576, 'pressure_hpa': 1013.673088448552, 'vibration_g': 2.720203563876032, 'minute_of_day': 1079.0, 'hour': 17.0, 'weekday': 4.0, 'temperature_roll_mean': 26.79467604742079, 'humidity_roll_mean': 49.23849524357182, 'pressure_roll_mean': 1011.9604011087688, 'vibration_roll_mean': 1.1609981920202137, 'temp_humidity_interaction': 976.2590840228801, 'pressure_vibration_interaction': 2757.3971478029753, 'pressure_roll_std': 2.290385496418366, 'vibration_roll_std': 0.9689109085829645}",IsolationForest
2025-08-21 11:16:25.677781,"{'temperature_c': 9.895837409117137, 'humidity_pct': 79.17576680601874, 'pressure_hpa': 1015.4783199968408, 'vibration_g': 0.027780356730539, 'minute_of_day': 1100.0, 'hour': 18.0, 'weekday': 4.0, 'temperature_roll_mean': 23.97048771031997, 'humidity_roll_mean': 62.4578495227467, 'pressure_roll_mean': 1013.0376587481853, 'vibration_roll_mean': 0.7248538301325381, 'temp_humidity_interaction': 783.5105150545351, 'pressure_vibration_interaction': 28.21034998164067, 'pressure_roll_std': 1.849974753181636, 'vibration_roll_std': 0.5307630362945328}",IsolationForest
2025-08-21 11:16:25.680776,"{'temperature_c': 24.720130317022434, 'humidity_pct': 29.11453584789112, 'pressure_hpa': 998.0516643657738, 'vibration_g': 0.413899046987527, 'minute_of_day': 1200.0, 'hour': 20.0, 'weekday': 4.0, 'temperature_roll_mean': 25.571623966001866, 'humidity_roll_mean': 48.0978045571931, 'pressure_roll_mean': 1009.6352116010405, 'vibration_roll_mean': 0.6094219081473272, 'temp_humidity_interaction': 719.7151202794897, 'pressure_vibration_interaction': 413.09263272530893, 'pressure_roll_std': 6.617394203820211, 'vibration_roll_std': 0.20007028957976664}",IsolationForest
2025-08-21 11:16:25.683799,"{'temperature_c': 26.189598822865523, 'humidity_pct': 65.82947308698073, 'pressure_hpa': 1013.147178222039, 'vibration_g': 0.0965969178729824, 'minute_of_day': 1203.0, 'hour': 20.0, 'weekday': 4.0, 'temperature_roll_mean': 25.69714003786108, 'humidity_roll_mean': 51.74966065188752, 'pressure_roll_mean': 1010.8835392935385, 'vibration_roll_mean': 0.5014749288083864, 'temp_humidity_interaction': 1724.047490868648, 'pressure_vibration_interaction': 97.86689476795816, 'pressure_roll_std': 7.1970917454783745, 'vibration_roll_std': 0.310382725671523}",IsolationForest
2025-08-21 11:16:25.686969,"{'temperature_c': 31.49181071963369, 'humidity_pct': 51.42194654667588, 'pressure_hpa': 1013.8404010137264, 'vibration_g': 2.2102341926089517, 'minute_of_day': 1242.0, 'hour': 20.0, 'weekday': 4.0, 'temperature_roll_mean': 29.98423098618927, 'humidity_roll_mean': 54.975505605489026, 'pressure_roll_mean': 1013.8499472852915, 'vibration_roll_mean': 2.02773129236412, 'temp_humidity_interaction': 1619.3702074830383, 'pressure_vibration_interaction': 2240.824720168909, 'pressure_roll_std': 2.197672713380673, 'vibration_roll_std': 0.13553464041104746}",IsolationForest
2025-08-21 11:16:25.691068,"{'temperature_c': 40.26942694795179, 'humidity_pct': 50.29276409181767, 'pressure_hpa': 1014.1327127581412, 'vibration_g': 2.3894325444134674, 'minute_of_day': 1270.0, 'hour': 21.0, 'weekday': 4.0, 'temperature_roll_mean': 29.473150270984643, 'humidity_roll_mean': 55.34430398963459, 'pressure_roll_mean': 1014.1906239898963, 'vibration_roll_mean': 1.087735803032131, 'temp_humidity_interaction': 2025.260789606025, 'pressure_vibration_interaction': 2423.2017082186176, 'pressure_roll_std': 1.7061901832732602, 'vibration_roll_std': 0.738315335470963}",IsolationForest
2025-08-21 11:16:25.694483,"{'temperature_c': 38.13193728805689, 'humidity_pct': 54.0974472950425, 'pressure_hpa': 1009.876805909747, 'vibration_g': 2.677267164726644, 'minute_of_day': 1284.0, 'hour': 21.0, 'weekday': 4.0, 'temperature_roll_mean': 28.291363245309903, 'humidity_roll_mean': 54.86781217746991, 'pressure_roll_mean': 1012.3340506164543, 'vibration_roll_mean': 0.9848689210447727, 'temp_humidity_interaction': 2062.8404676985233, 'pressure_vibration_interaction': 2703.7100128811876, 'pressure_roll_std': 2.131774045211684, 'vibration_roll_std': 0.9474243544416545}",IsolationForest
2025-08-21 11:16:25.697512,"{'temperature_c': 35.36727946772595, 'humidity_pct': 58.531256056333625, 'pressure_hpa': 1010.5694930713944, 'vibration_g': 3.351342387927342, 'minute_of_day': 1316.0, 'hour': 21.0, 'weekday': 4.0, 'temperature_roll_mean': 28.849197410421244, 'humidity_roll_mean': 56.52276897221088, 'pressure_roll_mean': 1012.3925473729239, 'vibration_roll_mean': 1.181315264486755, 'temp_humidity_interaction': 2070.0912905413784, 'pressure_vibration_interaction': 3386.7643780764106, 'pressure_roll_std': 1.1317936184095825, 'vibration_roll_std': 1.2310841717661642}",IsolationForest
2025-08-21 11:16:25.700400,"{'temperature_c': 28.89851641010577, 'humidity_pct': 70.47615585406156, 'pressure_hpa': 1012.4451928304876, 'vibration_g': 1.604831897633206, 'minute_of_day': 1319.0, 'hour': 21.0, 'weekday': 4.0, 'temperature_roll_mean': 28.981673957668665, 'humidity_roll_mean': 57.874622490938364, 'pressure_roll_mean': 1011.953895426351, 'vibration_roll_mean': 1.4064283217934688, 'temp_humidity_interaction': 2036.65634646977, 'pressure_vibration_interaction': 1624.8043400597687, 'pressure_roll_std': 1.045440984899572, 'vibration_roll_std': 1.164667474932585}",IsolationForest
2025-08-21 11:16:25.703224,"{'temperature_c': 25.15005600338924, 'humidity_pct': 34.59436962307535, 'pressure_hpa': 989.4288152700868, 'vibration_g': 0.2696593634130784, 'minute_of_day': 1352.0, 'hour': 22.0, 'weekday': 4.0, 'temperature_roll_mean': 26.65168971661845, 'humidity_roll_mean': 51.001334457735865, 'pressure_roll_mean': 1009.2533843813962, 'vibration_roll_mean': 0.5786119391816985, 'temp_humidity_interaction': 870.0503334222925, 'pressure_vibration_interaction': 266.80874446828795, 'pressure_roll_std': 11.131603231942986, 'vibration_roll_std': 0.37312933952373784}",IsolationForest
2025-08-21 11:16:25.707020,"{'temperature_c': 27.12670669469274, 'humidity_pct': 48.9654404988536, 'pressure_hpa': 1013.1142552269072, 'vibration_g': 0.5658842139703162, 'minute_of_day': 1353.0, 'hour': 22.0, 'weekday': 4.0, 'temperature_roll_mean': 26.519724763568185, 'humidity_roll_mean': 49.31078639607235, 'pressure_roll_mean': 1009.0632749042827, 'vibration_roll_mean': 0.4632604015239127, 'temp_humidity_interaction': 1328.271142588831, 'pressure_vibration_interaction': 573.3053639812007, 'pressure_roll_std': 11.036600838556739, 'vibration_roll_std': 0.20760799936021418}",IsolationForest
2025-08-21 11:16:25.710384,"{'temperature_c': 29.002344787898664, 'humidity_pct': 50.92721415499198, 'pressure_hpa': 1013.4014137163232, 'vibration_g': 0.541578003965335, 'minute_of_day': 1354.0, 'hour': 22.0, 'weekday': 4.0, 'temperature_roll_mean': 27.00826231138452, 'humidity_roll_mean': 47.91302324041857, 'pressure_roll_mean': 1008.8952725118558, 'vibration_roll_mean': 0.4244074938130045, 'temp_humidity_interaction': 1477.0086240102307, 'pressure_vibration_interaction': 548.8359148561349, 'pressure_roll_std': 10.944077292897592, 'vibration_roll_std': 0.155474440558304}",IsolationForest
2025-08-21 11:16:25.713968,"{'temperature_c': 27.26946276400981, 'humidity_pct': 52.16551634315683, 'pressure_hpa': 1010.9314782817198, 'vibration_g': 0.6439873234413785, 'minute_of_day': 1355.0, 'hour': 22.0, 'weekday': 4.0, 'temperature_roll_mean': 27.184075760481182, 'humidity_roll_mean': 47.41099012155028, 'pressure_roll_mean': 1007.9332495438942, 'vibration_roll_mean': 0.4527903604411517, 'temp_humidity_interaction': 1422.5256054850604, 'pressure_vibration_interaction': 651.0270568812808, 'pressure_roll_std': 10.389151773172435, 'vibration_roll_std': 0.1836059934427993}",IsolationForest
2025-08-21 11:16:25.717531,"{'temperature_c': 26.261851115823603, 'humidity_pct': 59.335277743329954, 'pressure_hpa': 1013.294981308866, 'vibration_g': 0.1319540498910371, 'minute_of_day': 1356.0, 'hour': 22.0, 'weekday': 4.0, 'temperature_roll_mean': 26.96208427316281, 'humidity_roll_mean': 49.19756367268154, 'pressure_roll_mean': 1008.0341887607807, 'vibration_roll_mean': 0.4306125909362294, 'temp_humidity_interaction': 1558.2542300113732, 'pressure_vibration_interaction': 133.7083765179676, 'pressure_roll_std': 10.450410596646325, 'vibration_roll_std': 0.21865690987707556}",IsolationForest
2025-08-21 11:16:25.720432,"{'temperature_c': 32.501006255721165, 'humidity_pct': 62.27247371175248, 'pressure_hpa': 1012.1187276912271, 'vibration_g': 3.4023544157852865, 'minute_of_day': 1366.0, 'hour': 22.0, 'weekday': 4.0, 'temperature_roll_mean': 27.680772961124564, 'humidity_roll_mean': 54.88228179078233, 'pressure_roll_mean': 1013.1481789018253, 'vibration_roll_mean': 1.2281698005271249, 'temp_humidity_interaction': 2023.9180576648992, 'pressure_vibration_interaction': 3443.586622459233, 'pressure_roll_std': 1.38384661560597, 'vibration_roll_std': 1.2474677344036278}",IsolationForest
2025-08-21 11:16:25.724250,"{'temperature_c': 26.1826012632116, 'humidity_pct': 27.49316549608577, 'pressure_hpa': 999.171545622928, 'vibration_g': 0.839006968689896, 'minute_of_day': 1392.0, 'hour': 23.0, 'weekday': 4.0, 'temperature_roll_mean': 26.750891905820843, 'humidity_roll_mean': 51.04914017832061, 'pressure_roll_mean': 1009.099719463575, 'vibration_roll_mean': 0.8110441238302577, 'temp_humidity_interaction': 719.8425896475007, 'pressure_vibration_interaction': 838.3118896942909, 'pressure_roll_std': 5.683641563344902, 'vibration_roll_std': 0.11461307198572024}",IsolationForest
2025-08-21 11:16:25.727597,"{'temperature_c': 28.280118347969644, 'humidity_pct': 34.58543068730553, 'pressure_hpa': 999.0544030622876, 'vibration_g': 0.3074002321598286, 'minute_of_day': 1400.0, 'hour': 23.0, 'weekday': 4.0, 'temperature_roll_mean': 27.038632857547725, 'humidity_roll_mean': 48.727155186230334, 'pressure_roll_mean': 1010.5043183589356, 'vibration_roll_mean': 0.7065452056873021, 'temp_humidity_interaction': 978.0800729525016, 'pressure_vibration_interaction': 307.1095554416462, 'pressure_roll_std': 6.524572146596567, 'vibration_roll_std': 0.2322821139567437}",IsolationForest
2025-08-21 11:16:25.730566,"{'temperature_c': 32.689361354351696, 'humidity_pct': 53.158883747624834, 'pressure_hpa': 1016.0942525590856, 'vibration_g': 2.1993360217910447, 'minute_of_day': 1401.0, 'hour': 23.0, 'weekday': 4.0, 'temperature_roll_mean': 28.062397980564747, 'humidity_roll_mean': 48.24230426541592, 'pressure_roll_mean': 1010.8942026377274, 'vibration_roll_mean': 0.9834394842471642, 'temp_humidity_interaction': 1737.7299600200818, 'pressure_vibration_interaction': 2234.7326911880446, 'pressure_roll_std': 6.846790286336684, 'vibration_roll_std': 0.7157441996865214}",IsolationForest
2025-08-21 11:16:25.733644,"{'temperature_c': 26.281419209558354, 'humidity_pct': 62.20301653599798, 'pressure_hpa': 1011.177794909858, 'vibration_g': 0.3391841530816692, 'minute_of_day': 1403.0, 'hour': 23.0, 'weekday': 4.0, 'temperature_roll_mean': 27.807967851603316, 'humidity_roll_mean': 50.335380603705836, 'pressure_roll_mean': 1009.879858470829, 'vibration_roll_mean': 0.8754080836368248, 'temp_humidity_interaction': 1634.7835536816533, 'pressure_vibration_interaction': 342.97548398149, 'pressure_roll_std': 6.470639532000896, 'vibration_roll_std': 0.7782199688629597}",IsolationForest
2025-08-21 11:16:25.737107,"{'temperature_c': 36.54008058374988, 'humidity_pct': 57.43207296528451, 'pressure_hpa': 1015.8889505987462, 'vibration_g': 3.185727718511757, 'minute_of_day': 1432.0, 'hour': 23.0, 'weekday': 4.0, 'temperature_roll_mean': 29.444847942803996, 'humidity_roll_mean': 52.489125592715254, 'pressure_roll_mean': 1014.1831560560225, 'vibration_roll_mean': 1.5991487172755554, 'temp_humidity_interaction': 2098.5725742432987, 'pressure_vibration_interaction': 3236.3455888522467, 'pressure_roll_std': 1.9510473809591997, 'vibration_roll_std': 0.8970661108069243}",IsolationForest
2025-08-21 11:16:25.740546,"{'temperature_c': 36.97888059761905, 'humidity_pct': 52.073310140685386, 'pressure_hpa': 1011.401712333943, 'vibration_g': 3.0180061266551643, 'minute_of_day': 23.0, 'hour': 0.0, 'weekday': 5.0, 'temperature_roll_mean': 28.991004264199955, 'humidity_roll_mean': 55.771548408953855, 'pressure_roll_mean': 1013.1577379567103, 'vibration_roll_mean': 1.2800590269150032, 'temp_humidity_interaction': 1925.6127180151902, 'pressure_vibration_interaction': 3052.416564333364, 'pressure_roll_std': 1.3631492617001604, 'vibration_roll_std': 0.9873274305349505}",IsolationForest
2025-08-21 11:16:25.744624,"{'temperature_c': 38.089947624790845, 'humidity_pct': 56.61249544873222, 'pressure_hpa': 1012.5794844964532, 'vibration_g': 3.177236620353715, 'minute_of_day': 48.0, 'hour': 0.0, 'weekday': 5.0, 'temperature_roll_mean': 29.217777871048202, 'humidity_roll_mean': 55.14110773186769, 'pressure_roll_mean': 1013.4653625762601, 'vibration_roll_mean': 1.2954052647376364, 'temp_humidity_interaction': 2156.3669865509205, 'pressure_vibration_interaction': 3217.204619161018, 'pressure_roll_std': 1.0883104311695115, 'vibration_roll_std': 1.0827590198175625}",IsolationForest
